Ticker,Performance_Pct
CL=F,27.544565762367988
BTC-USD,-0.6777337930544025
LQD,-0.6851735659771374
IEF,-0.689874155057546
^GSPC,-2.0576564129512254
GC=F,-2.1796597248474603
^GDAXI,-4.249414332027756
EEM,-6.796748463700453
