Ticker,Performance_Pct
EEM,2.2096094550642986
GC=F,1.6094318505186278
^GDAXI,0.4422968183224185
^GSPC,0.42112007851689004
CL=F,0.3287523213081567
IEF,0.3018529245888413
LQD,0.15100383493003022
BTC-USD,-1.7122738004939797
