Ticker,Performance_Pct
CL=F,10.765347498602784
EEM,1.636244616676641
GC=F,0.9051703958842694
BTC-USD,-0.28394107942643076
^GDAXI,-0.33634385239796893
^GSPC,-0.4699538574179152
IEF,-0.7376549440376468
LQD,-0.830610711128632
