Ticker,Performance_Pct
^GSPC,0.5919544432234636
LQD,0.4412606750506365
EEM,0.3070161985204045
IEF,0.27577655875783424
GC=F,-0.024444442274496048
^GDAXI,-0.3678420779323899
BTC-USD,-3.019001011159017
CL=F,-5.314727762496596
