Ticker,Performance_Pct
CL=F,4.909086992396383
LQD,-0.7728438204222088
IEF,-1.1872520615535342
^GSPC,-2.8793695195378
EEM,-4.69339093582729
^GDAXI,-5.023849184729789
BTC-USD,-5.715346309659585
GC=F,-10.052062474969969
