Ticker,Performance_Pct
CL=F,7.55401275881884
EEM,-0.1183026820862021
IEF,-0.15609678382952907
^GSPC,-0.1611485568675297
LQD,-0.324530313956084
^GDAXI,-1.5813109732716546
BTC-USD,-4.6885900525340585
GC=F,-7.201218160597489
