Ticker,Performance_Pct
CL=F,3.150814700622706
^GSPC,-0.058544954989947495
LQD,-0.9822819166680707
IEF,-1.1939954149466803
^GDAXI,-1.6414965081172461
BTC-USD,-3.3674937784515024
GC=F,-3.7107697121803285
EEM,-4.153777758398681
